Rank,Hebrew,English,cefr_level,confidence,source
8350,חתן,bridegroom / laureate,C1,0.431,model_predicted
8351,אושפז,was hospitalized (m.s.),A2,0.447,model_predicted
8352,כדרכי,as I usually do,A2,0.478,model_predicted
8353,המרתף,the cellar / the basement,B2,0.373,model_predicted
8354,הייתם,you were (m.p.),A1,0.851,model_predicted
8355,הילדה,the child / the girl,A1,0.862,model_predicted
8356,הלוך,forth,B1,0.336,model_predicted
8357,האבק,the dust,B2,0.346,model_predicted
8358,הסבירה,explained (f.s.) / the reasonable / the likely (f.s.),B1,0.326,model_predicted
8359,גוי,gentile / nation,B2,1.0,concordance
8360,בקן,in a nest / in the nest,B2,0.296,model_predicted
8361,צעדי,steps of,A2,0.422,model_predicted
8362,נפלא,wonderful,A2,0.39,model_predicted
8363,נהדר,wonderful,A2,0.39,model_predicted
8364,מרעב,of hunger,B1,1.0,concordance
8365,יורשה,will be allowed,A1,0.714,model_predicted
8366,לעיני,in front of / to my eye,B1,1.0,concordance
8367,תושב,resident,C1,0.443,model_predicted
8368,תעשה,you will do / she will do,A1,0.851,model_predicted
8369,ולבקש,and to ask / and to request,A1,0.737,model_predicted
8370,ורד,rose,B1,1.0,concordance
8371,עושות,do (f.pl.),B2,0.385,model_predicted
8372,אחריהן,after them (f.),A1,0.511,model_predicted
8373,כואב,painful,B1,0.469,model_predicted
8374,המיון,the classification / the categorization,C1,0.609,model_predicted
8375,היודע,that/who knows,A1,1.0,concordance
8376,השמירה,the guarding / the protection,C1,0.447,model_predicted
8377,הגולם,the dummy / the stupid / the cocoon,C1,0.408,model_predicted
8378,הבתולה,the virgin,B2,0.322,model_predicted
8379,במנוחה,at rest,A2,0.344,model_predicted
8380,בלילות,in nights / in the nights / at night,A1,0.86,model_predicted
8381,בקולו,in his voice,A1,0.788,model_predicted
8382,רעות,bad (f.pl.) / friendship,A1,1.0,concordance
8383,מוכנות,ready / prepared / willing (f.pl.),A1,0.535,model_predicted
8384,מהמקום,from the place,A1,0.672,model_predicted
8385,מהעולם,from the world,A1,0.672,model_predicted
8386,ידעה,knew (f.s.),A1,0.632,model_predicted
8387,להותיר,to leave,A1,0.682,model_predicted
8388,לצחוק,to laugh,A1,0.661,model_predicted
8389,ומטה,and down / and tilts / and diverts (m.s.) / and a stick / and a bed,A2,0.353,model_predicted
8390,ולילה,and night,A1,0.86,model_predicted
8391,וכולם,and everybody,A1,0.679,model_predicted
8392,ובגלל,and because,A1,0.448,model_predicted
8393,שמח,glad / happy (m.s.) / was glad / was happy (m.s.),A1,0.468,model_predicted
8394,קנים,nests,B2,0.296,model_predicted
8395,חושבים,think (m.pl.),A1,0.492,model_predicted
8396,אוחז,holds (m.s.),B1,0.412,model_predicted
8397,כרוב,cabbage / angel,A2,0.353,model_predicted
8398,המת,the deceased / the dead (m.s.),B2,0.314,model_predicted
8399,המאמר,the article / the saying,A1,0.707,model_predicted
8400,המכשיר,the instrument / the tool,A2,1.0,concordance
8401,היושב,the sitting / that sits,A1,0.755,model_predicted
8402,היכה,beat / hit,B1,0.383,model_predicted
8403,הואיל,since / was willing (m.s.),A1,0.351,model_predicted
8404,הזר,the foreign / the stranger (m.s.),A2,0.465,model_predicted
8405,הרימו,lifted (pl.),B1,0.318,model_predicted
8406,הציעה,proposed / suggested / offered (f.s.),C1,0.414,model_predicted
8407,הניע,moved (m.s.),A2,0.434,model_predicted
8408,בזעם,angrily,B2,0.364,model_predicted
8409,סיפרה,told / cut (hair) (f.s.) / her book / digit,A1,0.484,model_predicted
8410,סתם,just / casual / simple / blocked / plugged (m.s.),A1,0.684,model_predicted
8411,סוללות,batteries / pave (f.pl.),A2,0.406,model_predicted
8412,נוכל,crook / we will be able,B2,0.323,model_predicted
8413,נשארה,stayed / remained (f.s.),B1,0.356,model_predicted
8414,נבון,clever / intelligent,A1,1.0,concordance
8415,מינויו,his appointment,A1,0.788,model_predicted
8416,מתוכן,out of them / from inside them (f.),A1,0.469,model_predicted
8417,משק,economy / farm / noise,B2,0.344,model_predicted
8418,מטבעות,coins,A2,0.557,model_predicted
8419,ישוב,will return,A1,0.714,model_predicted
8420,לתוכו,into him/it,A2,0.293,model_predicted
8421,לתור,[to] a line / [to] the line / to explore / to tour / to inquire,A2,1.0,concordance
8422,לחברי,to the friends of / to the members of,A1,0.768,model_predicted
8423,להתקרב,to approach / to get close,B2,0.349,model_predicted
8424,להתאבד,to commit suicide,B2,0.385,model_predicted
8425,לראותו,to see him/it (m.s.),A1,0.805,model_predicted
8426,תשובה,answer / reply / return / repentance,A1,0.72,model_predicted
8427,ועתה,and now,A1,0.694,model_predicted
8428,ובמהרה,and soon,A1,0.645,model_predicted
8429,וביקשו,and asked / and requested (pl.),A1,0.679,model_predicted
8430,ובאותו,in/at the same (m.s.),A1,0.685,model_predicted
8431,שקורה,that happens / that occurs / that a beam,A1,0.795,model_predicted
8432,שחרורו,his release,A1,0.788,model_predicted
8433,שריד,remnant / survivor (m.s.),C1,0.539,model_predicted
8434,שררה,rule / power,B1,0.389,model_predicted
8435,שנתי,annual / my sleep,B2,0.279,model_predicted
8436,פרלמנטרית,parliamentary (f.s.),C1,0.354,model_predicted
8437,אשכנזי,Ashkenazi (Jew from Europe),C1,0.475,model_predicted
8438,כבעבר,as in the past / as previously,A2,0.413,model_predicted
8439,כנפיו,his wings,A1,0.788,model_predicted
8440,המכבים,the Maccabees,B1,0.308,model_predicted
8441,המריבה,the fight,A2,0.417,model_predicted
8442,התכלת,the light blue,A1,0.562,model_predicted
8443,התגברה,overcame (f.s.),C1,0.613,model_predicted
8444,הערמונית,the prostate / the dark brown / the auborn,B1,0.34,model_predicted
8445,הגרעינית,the nuclear (f.s.),B2,0.47,model_predicted
8446,הרשת,the net,B1,0.259,model_predicted
8447,דיווחו,reported (pl.),B1,0.38,model_predicted
8448,דרישות,requirements / demands,C1,0.357,model_predicted
8449,במועצת,in the council of,A2,0.331,model_predicted
8450,במעט,by a little,A1,0.804,model_predicted
8451,בתפקידו,in his role / in his duty / in his capacity,A1,0.788,model_predicted
8452,בולטות,protruding / stand out (f.pl.),A2,1.0,concordance
8453,בשרירים,in the muscles / [with] muscles,A2,0.494,model_predicted
8454,בעצמם,themselves / personally (m.pl.),A2,0.4,model_predicted
8455,בכף,in the palm of / with a spoon / in the palm / with the spoon,A1,0.508,model_predicted
8456,בגזע,in a trunk / in a race / in the trunk / in the race,A2,0.454,model_predicted
8457,בביצוע,in performance / in the performance of,B1,0.334,model_predicted
8458,ברבות,as it increased / as the number grows,B1,0.318,model_predicted
8459,בצעדים,with steps,A1,0.565,model_predicted
8460,ראיה,evidence,C1,0.4,model_predicted
8461,צללים,shadows,B2,0.341,model_predicted
8462,נפגשו,met (pl.),A2,0.286,model_predicted
8463,נאומו,his speech,A1,0.788,model_predicted
8464,נראים,are seen / look (m.pl.),A1,0.786,model_predicted
8465,מתגלה,is discovered (m.s.),C1,0.399,model_predicted
8466,משיכה,pull / attraction / withdrawal / gravity,B1,0.514,model_predicted
8467,משחקני,from the players of / from the actors of,A1,0.672,model_predicted
8468,משדה,from a field / from a field of,A1,0.672,model_predicted
8469,מכירות,recognize / familiar with (f.pl.) / sales,C1,0.455,model_predicted
8470,מהמטבח,from the kitchen,A1,0.672,model_predicted
8471,מבחר,selection,C1,0.353,model_predicted
8472,מסוכן,dangerous,B1,0.41,model_predicted
8473,מסכימים,agree (m.pl.),B1,0.308,model_predicted
8474,מני,from,A1,0.672,model_predicted
8475,ידיו,his hands,A1,1.0,concordance
8476,לממש,to realize,B2,0.343,model_predicted
8477,למשפחתו,to/for his family,A1,0.788,model_predicted
8478,למקרה,in case / for the case,A2,0.367,model_predicted
8479,לשחקנים,to/for the players / to/for the actors / to/for players / to/for actors,A1,0.502,model_predicted
8480,לשנים,for the years / for years,A1,0.821,model_predicted
8481,לפתיחת,to the opening of,A2,0.402,model_predicted
8482,לעיכול,for digestion,C1,0.403,model_predicted
8483,לאויב,to the enemy / to an enemy,C1,0.411,model_predicted
8484,לחוקה,for a constitution / for the constitution,B2,0.37,model_predicted
8485,לחדש,to renew,C1,0.555,model_predicted
8486,להתעמת,to confront,B2,0.375,model_predicted
8487,להתעלם,to ignore,B2,0.337,model_predicted
8488,להתבצע,to be performed / to be executed,B1,0.43,model_predicted
8489,להזכיר,to remind,B1,0.393,model_predicted
8490,לדור,to live / to dwell,B1,1.0,concordance
8491,לגזע,to/for a trunk / to/for a race / to/for the trunk / to/for the race,A2,0.454,model_predicted
8492,לבשו,wore (m.pl.),A1,0.563,model_predicted
8493,לבאר,to a well / to the well,A1,0.773,model_predicted
8494,לרמת,to the height of / to the level of,A2,0.412,model_predicted
8495,לצרכים,for necessities / for needs,C1,0.502,model_predicted
8496,לסגן,to/for/as a deputy / to/for/as the deputy,C1,0.318,model_predicted
8497,לניהול,of management / for the management of,B2,1.0,concordance
8498,לנהוג,to drive / to lead / to do something on a regular basis,B2,1.0,concordance
8499,תיק,bag / case / file / portfolio,A1,0.777,model_predicted
8500,ומלב,and from a heart / and from the heart of,A1,0.672,model_predicted
8501,ומשטר,and a regime,C1,0.508,model_predicted
8502,ומנסה,and tries (m.s.),A1,0.679,model_predicted
8503,ולמחרת,and the next day,A1,0.656,model_predicted
8504,ואי,and an island / and non --,A2,0.383,model_predicted
8505,וזכויות,and rights / and privileges,A1,0.749,model_predicted
8506,והולכת,and walks / and goes (f.s.),A1,0.834,model_predicted
8507,והביאה,and brought (f.s.),A1,0.596,model_predicted
8508,ובראשן,led by (f.pl.),A2,0.357,model_predicted
8509,וסוף,and an end,A1,0.621,model_predicted
8510,שמצא,that/who found (m.s.),A1,1.0,concordance
8511,שמספרו,which number is / that from his book,A1,0.768,model_predicted
8512,שיחים,bushes,A2,0.285,model_predicted
8513,שיחות,conversations,A1,0.616,model_predicted
8514,שיחה,conversation,A1,0.616,model_predicted
8515,שלכל,that for/to all / that for/to everything / that for/to everyone / that for/to anyone,A1,1.0,concordance
8516,שעלול,that/who might (m.s.),A1,1.0,concordance
8517,שעם,that a people / that with,A1,0.795,model_predicted
8518,שהובילה,that/who led / that/who transported (f.s.),A1,1.0,concordance
8519,שבאה,that/who is coming / that/who came (f.s.),A1,1.0,concordance
8520,שנאכלו,that were eaten,A1,0.795,model_predicted
8521,קערות,bowls,A2,0.479,model_predicted
8522,פרישה,retirement,B2,0.35,model_predicted
8523,פרופסור,professor,B1,1.0,concordance
8524,פרשו,retired (pl.) / explained / interpreted (pl.),B1,0.327,model_predicted
8525,עוזרים,assistants / help / assist (m.pl.),A2,0.406,model_predicted
8526,עוברות,pass / cross / go through (f.pl.),B1,0.305,model_predicted
8527,עבירה,felony / offense / crime,B2,0.341,model_predicted
8528,ערוך,edited / arranged (m.s.),C1,0.45,model_predicted
8529,ער,awake (m.s.),A1,0.357,model_predicted
8530,זמרת,singer (f.s.),A2,0.427,model_predicted
8531,אלמלא,if not,A1,0.569,model_predicted
8532,חליל,flute,A2,0.411,model_predicted
8533,חולדה,rat,A2,0.372,model_predicted
8534,אח,brother / nurse (m.),A1,0.756,model_predicted
8535,חסרים,missing,A1,0.472,model_predicted
8536,כנסיות,churches,A1,0.462,model_predicted
8537,המשפטים,the trials / the sentences,B2,0.396,model_predicted
8538,המפנה,the turn / the change,A2,0.417,model_predicted
8539,המחוזי,the regional / the district (adj.),B2,0.304,model_predicted
8540,המכירה,the sale,A1,0.499,model_predicted
8541,המכללות,the colleges,A1,0.663,model_predicted
8542,המגרש,the field / the yard,A2,0.409,model_predicted
8543,הוכיח,proved / demonstrated (m.s.),C1,0.335,model_predicted
8544,הפגיעות,the hits / the impacts / the damages / the offenses,A2,0.406,model_predicted
8545,העומס,the load / the burden,A2,0.404,model_predicted
8546,העובדות,the facts / the workers (f.),A2,0.32,model_predicted
8547,העשוי,that is made of / that/who might,A1,1.0,concordance
8548,הזמרת,the singer (f.s.),A2,0.427,model_predicted
8549,הגאון,the genius,C1,1.0,concordance
8550,הבהיר,the bright / the fair,A2,0.411,model_predicted
8551,הבריאה,the creation,C1,0.381,model_predicted
8552,הרשויות,the authorities,C1,0.488,model_predicted
8553,הנותרים,the remaining (m.pl.),C1,0.429,model_predicted
8554,הנהיג,led,A2,0.357,model_predicted
8555,גבעה,hill,A2,0.421,model_predicted
8556,במכון,in an institute / in the institute,C1,0.489,model_predicted
8557,ביעילות,efficiently,C1,0.57,model_predicted
8558,בשיח,in the conversation / in the bush / in a conversation / in a bush,A1,0.616,model_predicted
8559,בשכונות,in the neighborhoods / in neighborhoods,A2,0.342,model_predicted
8560,בעריכת,edited by,C1,0.45,model_predicted
8561,באירוע,in an event / in the event,B1,0.505,model_predicted
8562,בהפעלת,in the operation of / in the activation of,B1,0.404,model_predicted
8563,בדיון,in the discussion / in discussion,A2,0.303,model_predicted
8564,בגודלו,at/in his size,A1,0.788,model_predicted
8565,בגביע,[in] a cup / [in] a grail,A1,0.7,model_predicted
8566,ברירה,choice,A1,0.468,model_predicted
8567,ברי,certain / sure / obvious,B1,0.394,model_predicted
8568,ברשותו,in his possession / with his permission,A1,0.788,model_predicted
8569,בצבעים,in colors,A1,0.742,model_predicted
8570,רכישה,acquisition / purchase,C1,0.474,model_predicted
8571,צדו,his side,A1,0.788,model_predicted
8572,צדדי,lateral / secondary (m.s.),C1,0.369,model_predicted
8573,ספור,story / is counted (m.s.),A1,0.7,model_predicted
8574,סביבות,surroundings,C1,0.414,model_predicted
8575,סביבם,around them,A2,0.358,model_predicted
8576,נפגע,was hit / was damaged / was offended (m.s.),A2,0.447,model_predicted
8577,נדחתה,was rejected / was postponed (f.s.),A2,0.447,model_predicted
8578,נטול,lacking / without,C1,0.465,model_predicted
8579,לאומנים,to/ for artists / to/for the artists,A2,0.521,model_predicted
8580,ובמערב,and in/to the west,A1,0.47,model_predicted
8581,עתודה,reserve / backlog,C1,0.531,model_predicted
8582,עקורים,uprooted / displaced (m.pl.),C1,0.645,model_predicted
