word,transliteration,meaning,part_of_speech,root,binyan,cefr_level
סיכן,sychn,The risk is high.,verb,ס-כ-נ,PIEL,C2
סינן,synn,The Chinese,verb,ס-נ-נ,PIEL,C2
"מפ""ם",mfm,from the M'M.,propn,,,C2
מפורשות,mfvrshvt,Explained,adv,,,C2
פותח,fvtch,Open the door.,verb,פ-ת-ח,PUAL,C2
נאצר,n'tzr,We'll see you later.,propn,,,C2
נבוך,nvvch,It's a shame.,adj,,,C2
נדאג,nd'g,We'll take care of it.,verb,נ-ד-ג,HIFIL,C2
נזיקין,nzykyn,It is harmful.,noun,,,C2
ניחוח,nychvch,The smell of it.,noun,,,C2
נכד,nchd,grandchildren and great-grandchildren.,noun,,,C2
נספר,nsfr,Let's count it.,verb,נ-ס-ר,NIFAL,C2
נרקיס,nrkys,Narcissists are narcissists.,propn,,,C2
נשוא,nshv',Married.,adj,,,C2
סדן,sdn,Sדן,propn,,,C2
סטן,stn,Stan,propn,,,C2
סיפוח,syfvch,Fertilization is a process.,noun,,,C2
עוצמתי,'vtzmty,I'm stronger than you.,adj,,,C2
פולק,fvlk,Polish,propn,,,C2
פוצץ,fvtztz,It exploded.,verb,פ-צ-צ,PAAL,C2
פורטוגל,fvrtvgl,Portuguese,propn,,,C2
פורמלי,fvrmly,formally,adj,,,C2
פטל,ftl,The fiddle is a fiddle.,propn,,,C2
פיני,fyny,Finnish,propn,,,C2
צלקת,tzlkt,The scar.,noun,,,C2
קונגרס,kvngrs,The Congress,noun,,,C2
קורין,kvryn,Corinne is the only one.,propn,,,C2
קית,kyt,It's not easy.,propn,,,C2
קלווין,klvvyn,Calvin is the first.,propn,,,C2
קליפה,klyfh,A clip of it.,noun,,,C2
קנת,knt,I'm going to buy it.,propn,,,C2
ראס,r's,Ras,propn,,,C2
ראפ,r'f,Rapper and rapper.,propn,,,C2
רייגן,ryygn,Regan is the only one.,propn,,,C2
ריס,rys,Reese is the main character.,propn,,,C2
רני,rny,Rennie is the first.,propn,,,C2
"רס""ן",rsn,It's the first time I've seen it.,noun,,,C2
רף,rf,Rf,propn,,,C2
שחק,shchk,Play the game.,noun,,,C2
שטייניץ,shtyynytz,Steinitz is the author of the book.,propn,,,C2
שילר,shylr,Shiller is the only one.,propn,,,C2
שימוע,shymv',A hearing is held.,noun,,,C2
שכיום,shchyvm,"As of now, it's available.",adv,,,C2
שלעיתים,shl'ytym,That sometimes,adv,,,C2
שמנהל,shmnhl,The manager is the manager.,propn,,,C2
שנלך,shnlch,Let's go.,verb,ש-נ-כ,PAAL,C2
שקצת,shktzt,It's a bit of a shock.,adv,,,C2
תבשיל,tvshyl,Cook the dishes.,noun,,,C2
תמוה,tmvh,He died of natural causes.,adj,,,C2
תרש,trsh,You're going to get it.,noun,,,C2
אברך,'vrch,I will bless you.,propn,,,C2
אהדה,'hdh,A sense of compassion.,noun,,,C2
אוזניה,'vznyh,Oceania is a country.,noun,,,C2
אופס,'vfs,The Ops.,propn,,,C2
אחידות,'chydvt,Uniformity is the same.,noun,,,C2
אייכמן,'yychmn,Eichmann is the only one.,propn,,,C2
אלין,'lyn,Elaine is the one.,propn,,,C2
אקדמיה,'kdmyh,The academy.,noun,,,C2
באן,v'n,Ban is the name of the game.,propn,,,C2
בטל,vtl,It's a waste of time.,verb,ב-ט-ל,PAAL,C2
ביבשה,vyvshh,On the land.,adv,,,C2
בריתה,vryth,She is an ally.,noun,,,C2
ברנס,vrns,Burns is a brand.,propn,,,C2
ג'יימי,gyymy,Jaimey,propn,,,C2
גדליה,gdlyh,Growing up.,propn,,,C2
גורר,gvrr,The tractor.,verb,ג-ר-ר,PAAL,C2
גליה,glyh,The gallery is open.,propn,,,C2
דגימה,dgymh,Example,noun,,,C2
דיוקן,dyvkn,A portrait of him.,noun,,,C2
העברה,h'vrh,The transfer is made.,noun,,,C2
התגלות,htglvt,Revelation is revealed to you.,noun,,,C2
התלהבות,htlhvvt,The enthusiasm.,noun,,,C2
ויל,vyl,Will be the first.,propn,,,C2
וויליאם,vvyly'm,William is the only one.,propn,,,C2
וילי,vyly,Willie is the one.,propn,,,C2
חוליה,chvlyh,The team is a force to be reckoned with.,noun,,,C2
חייכם,chyychm,Your lives.,noun,,,C2
חיסכון,chyschvn,Risk savings,noun,,,C2
חמוץ,chmvtz,Acidic acid,adj,,,C2
חצרות,chtzrvt,Tents and tents.,noun,,,C2
טבת,tvt,You're the one who made the decision.,propn,,,C2
הונס,hvns,Homesickness is a problem.,propn,,,C2
יחל,ychl,It's going to take a lot of work.,verb,י-ח-ל,HUFAL,C2
ימיני,ymyny,The right hand side,propn,,,C2
יעקוב,y'kvv,Jacobs,propn,,,C2
יששכר,yshshchr,There will be a rental.,propn,,,C2
כלכליסט,chlchlyst,economist and economist.,propn,,,C2
כריך,chrych,A sandwich is a sandwich.,noun,,,C2
לאורה,l'vrh,to Laura.,propn,,,C2
לאס,l's,Las Vegas is the place to be.,propn,,,C2
החרים,hchrym,The free flowers.,verb,ח-ר-מ,HIFIL,C2
הטעה,ht'h,Mistake is wrong.,verb,ט-ע-ה,HIFIL,C2
התפנה,htfnh,It's been a long time coming.,verb,פ-נ-ה,HITPAEL,C2
לון,lvn,A loan,propn,,,C2
לורי,lvry,Lory is the one.,propn,,,C2
ליכטנשטיין,lychtnshtyyn,Liechtenstein is the place to be.,propn,,,C2
ליסה,lysh,Lisa is the one.,propn,,,C2
לחח,lchch,to the right.,verb,,PAAL,C2
ללוס,llvs,to Los Angeles.,propn,,,C2
עקר,'kr,It's worth it.,verb,ע-ק-ר,PAAL,C2
לער,l'r,to be able to do it.,noun,,,C2
מאפס,m'fs,From zero,adv,,,C2
מוסריה,mvsryh,Morals and morals.,noun,,,C2
מוצאי,mvtz'y,I'm going to find it.,noun,,,C2
מוקשה,mvkshh,It's a very special place.,noun,,,C2
מחתרת,mchtrt,You've got to be careful.,noun,,,C2
מיגל,mygl,Miguel is the one.,propn,,,C2
מייג'ור,myygvr,Major,propn,,,C2
"מנכ""לית",mnchlyt,The chief executive officer.,noun,,,C2
מע,m',From  to,propn,,,C2
הצטער,htzt'r,I'm sorry about that.,verb,ה-צ-ר,PIEL,C2
מצרך,mtzrch,It's a waste of time.,noun,,,C2
התחשק,htchshk,The desire was felt.,verb,ח-ש-ק,HITPAEL,C2
מתיחה,mtychh,It's a joke.,noun,,,C2
נבואה,nvv'h,Prophecy,noun,,,C2
ניוז,nyvz,News is news.,propn,,,C2
ניוטון,nyvtvn,Newton is the first person to know.,propn,,,C2
ניחוש,nychvsh,Guess what?,noun,,,C2
נמי,nmy,Sit down and watch.,propn,,,C2
נקבר,nkvr,We're going to bury him.,verb,נ-ק-ר,NIFAL,C2
סביליה,svylyh,Sicily,propn,,,C2
סוציאליסטי,svtzy'lysty,Socialist,adj,,,C2
סותר,svtr,Contrary to what they say.,adj,,,C2
סטלין,stlyn,Stalin was the first to do so.,propn,,,C2
סרק,srk,Scrubs are included.,propn,,,C2
סתמי,stmy,Silence is the key.,adj,,,C2
ענישה,'nyshh,Punishment is punishment.,noun,,,C2
פיהם,fyhm,Their mouths.,noun,,,C2
פעמון,f'mvn,The bell is ringing.,noun,,,C2
פרנסואה,frnsv'h,France is a French colony.,propn,,,C2
פשר,fshr,The answer is:,noun,,,C2
צלול,tzlvl,The shade is clear.,adj,,,C2
קדמה,kdmh,A step forward,noun,,,C2
קוסם,kvsm,A magician is a magician.,noun,,,C2
קוקו,kvkv,Cocoa is a good thing.,propn,,,C2
קוראי,kvr'y,The reader can read.,noun,,,C2
קלאוס,kl'vs,Klaus is the only one.,propn,,,C2
קליבלנד,klyvlnd,Cleveland is the home of Cleveland.,propn,,,C2
קליני,klyny,Clinical care is provided.,adj,,,C2
קלר,klr,Clear is clear.,propn,,,C2
קנאי,kn'y,Jealousy is the name of the game.,noun,,,C2
קצוץ,ktzvtz,Cutting down.,noun,,,C2
רפאלי,rf'ly,Raffally.,propn,,,C2
רקס,rks,It's the same with Rex.,propn,,,C2
שייח,shyych,Sheikh.,propn,,,C2
שייקספיר,shyyksfyr,Shakespeare is a writer.,propn,,,C2
שעב,sh'v,It's a work in progress.,verb,ש-ע-ב,PAAL,C2
שכה,shchh,It's dark.,propn,,,C2
שכעת,shch't,Now that's what I'm talking about.,adv,,,C2
שניאור,shny'vr,The light is shining.,propn,,,C2
שתל,shtl,Plant the plant.,noun,,,C2
שתלך,shtlch,That you may go.,verb,ש-ת-כ,PAAL,C2
תגבורת,tgvvrt,Reinforcement is needed.,noun,,,C2
תגלית,tglyt,What you'll find is a discovery.,noun,,,C2
אביגיל,'vygyl,Abhigil,propn,,,C2
אדיש,'dysh,It's a bit of an oddity.,adj,,,C2
אדמונד,'dmvnd,Edmonds,propn,,,C2
אהרוני,'hrvny,Aaronni Aaronni,propn,,,C2
אוכלי,'vchly,I'm going to eat.,noun,,,C2
אופטימי,'vftymy,I'm optimistic about that.,adj,,,C2
אותנטי,'vtnty,authentic authentic,adj,,,C2
אחזקה,'chzkh,Hold on to your hand,noun,,,C2
אימי,'ymy,My mother's mother.,propn,,,C2
אמנית,'mnyt,An artist,noun,,,C2
אניטה,'nyth,Anita is the one.,propn,,,C2
אספרסו,'sfrsv,They expressed themselves.,noun,,,C2
אפגניסט,'fgnyst,He is an Afghan.,noun,,,C2
ברטון,vrtvn,Burton,propn,,,C2
בריח,vrych,Escape from the city.,noun,,,C2
ברנע,vrn',It's hard to get caught up in it.,propn,,,C2
בש,vsh,"In the meantime, I'm going to try to make it work.",propn,,,C2
ג'רמי,grmy,Jeremy is the one.,propn,,,C2
גבעתי,gv'ty,I've got the hill,propn,,,C2
גורש,gvrsh,Gorsh,verb,ג-ר-ש,PUAL,C2
גזירה,gzyrh,The castle is a ruin.,noun,,,C2
גיור,gyvr,Around the world.,noun,,,C2
דהא,dh',It's the same thing as the first one.,propn,,,C2
דונה,dvnh,Donna,propn,,,C2
דתם,dtm,You have a lot of faith.,propn,,,C2
הוחל,hvchl,It's been a while since I've been back.,verb,ו-ח-ל,HUFAL,C2
וילנה,vylnh,Villanueva is the first.,propn,,,C2
זולת,zvlt,Another one.,noun,,,C2
זום,zvm,Zoom in and out.,noun,,,C2
חולף,chvlf,It's just a matter of time.,verb,ח-ל-פ,PAAL,C2
חוסן,chvsn,Hosanna is the one who is responsible for the deaths.,noun,,,C2
חוצפה,chvtzfh,The boldness of it.,noun,,,C2
חלופה,chlvfh,An alternative to that.,noun,,,C2
חשיש,chshysh,Weed is the root of all evil.,noun,,,C2
טוטו,tvtv,It's all about doing it.,propn,,,C2
טפי,tfy,Tpi,propn,,,C2
טרנס,trns,The transition.,propn,,,C2
ידית,ydyt,Hands on your shoulders.,noun,,,C2
יונג,yvng,Young is young.,propn,,,C2
הורשה,hvrshh,It was the first time that I had ever heard of it.,propn,,,C2
יסמין,ysmyn,Jasmine is the name of the game.,propn,,,C2
יעלון,y'lvn,It's a great day to be alive.,propn,,,C2
כגוף,chgvf,as a body.,adv,,,C2
לבון,lvvn,Lebanon is a country.,propn,,,C2
לגל,lgl,to the moon.,propn,,,C2
השגיח,hshgych,The watchman,verb,ש-ג-ח,HIFIL,C2
לווין,lvvyn,to the moon,noun,,,C2
לני,lny,"For me, it's the same.",propn,,,C2
לקט,lkt,Let's get to it.,propn,,,C2
מהרב,mhrv,Fast and fast.,adv,,,C2
מהרי,mhry,From the top of the hill.,adv,,,C2
הובנה,hvvnh,Understood,verb,ה-ב-ה,PUAL,C2
מוכה,mvchh,It's been a long time coming.,adj,,,C2
מוצאם,mvtz'm,The origin of the name is unknown.,noun,,,C2
מוצקין,mvtzkyn,It is solid.,propn,,,C2
מיהר,myhr,Hurry up and hurry up.,verb,מ-י-ה,PIEL,C2
מינימלי,mynymly,Minimum threshold,adj,,,C2
מלחיץ,mlchytz,Stressful and stressful.,noun,,,C2
מסגד,msgd,A mosque,noun,,,C2
מעצמה,m'tzmh,From herself.,noun,,,C2
מפלט,mflt,A refugee is a refugee.,noun,,,C2
מצודה,mtzvdh,A fortress.,noun,,,C2
מקולקל,mkvlkl,Defected,adj,,,C2
מרפאה,mrf'h,In a clinic.,noun,,,C2
משאל,msh'l,A question that is asked.,noun,,,C2
נבהל,nvhl,We are terrified.,verb,נ-ב-ל,NIFAL,C2
נזהר,nzhr,Be careful.,verb,נ-ז-ר,NIFAL,C2
נמס,nms,It dissolves.,verb,נ-מ-ס,NIFAL,C2
נרגש,nrgsh,I'm excited about it.,verb,נ-ר-ש,NIFAL,C2
סבירות,svyrvt,Probability is very high.,noun,,,C2
סוכם,svchm,Sugar is a good thing.,verb,ס-כ-מ,PUAL,C2
סטארט,st'rt,Start with the start.,propn,,,C2
סטייה,styyh,It's a stepping stone.,noun,,,C2
סטנדרט,stndrt,The standard is standard.,noun,,,C2
סידן,sydn,Cydane is the source of hydrogen.,propn,,,C2
סיליקון,sylykvn,The silicon,noun,,,C2
סכנות,schnvt,The dangers of danger.,noun,,,C2
סנהדרין,snhdryn,The Sanhedrin,propn,,,C2
סת,st,It's the first time I've seen it.,propn,,,C2
עוטף,'vtf,It is surrounded by a wall.,verb,ע-ט-פ,PAAL,C2
עולמם,'vlmm,The world is full of them.,noun,,,C2
עטיפה,'tyfh,The cover is covered with an envelope.,noun,,,C2
פאה,f'h,Feha,noun,,,C2
פילדלפיה,fyldlfyh,Philadelphia is the home of Philadelphia.,propn,,,C2
פעימות,f'ymvt,There is a lot of excitement.,noun,,,C2
פרידריך,frydrych,Frederick was a very good man.,propn,,,C2
פתטי,ftty,It's pathetic.,adj,,,C2
צ'רלי,tzrly,"Charlie, please.",propn,,,C2
צואה,tzv'h,Garbage is a waste.,noun,,,C2
צולם,tzvlm,It was filmed.,verb,צ-ל-מ,PUAL,C2
קמפבל,kmfvl,Campbell is the one.,propn,,,C2
קרון,krvn,The crown.,noun,,,C2
רזי,rzy,It's a good idea.,propn,,,C2
רייט,ryyt,Wright is right.,propn,,,C2
רעם,r'm,Thunder and thunder.,propn,,,C2
רצונה,rtzvnh,The will to do so.,noun,,,C2
שוכר,shvchr,Sugar is chartered.,noun,,,C2
שיגר,shygr,The shoulder strap.,verb,ש-ג-ר,PIEL,C2
שיוצא,shyvtz',It's going to come out.,noun,,,C2
שיתן,shytn,Let's give it a try.,noun,,,C2
שכלי,shchly,My mind is on fire.,adj,,,C2
שרצי,shrtzy,What I want to do.,adj,,,C2
השתיא,hshty',The drink is drunk.,verb,ש-ת-א,HIFIL,C2
תבערה,tv'rh,The fire was extinguished.,noun,,,C2
תחפושת,tchfvsht,Costume is a costume.,noun,,,C2
תצלום,ttzlvm,Take a photo of yourself.,noun,,,C2
"א""כ",'ch,"א""כ",adv,,,C2
אביבית,'vyvyt,A spring home.,propn,,,C2
אוונס,'vvns,Owens is a member.,propn,,,C2
אוחיון,'vchyvn,"June, June.",propn,,,C2
איירס,'yyrs,The virus is known as HIV/AIDS.,propn,,,C2
אלשיך,'lshych,I'm your god.,propn,,,C2
אמירות,'myrvt,Statements made by the author.,noun,,,C2
אפול,'fvl,The apple.,noun,,,C2
ארנסט,'rnst,Ernest is the first.,propn,,,C2
ארנק,'rnk,Wallet,noun,,,C2
ביטחוני,vytchvny,Safe to use,adj,,,C2
בילוי,vylvy,Fun and entertainment.,noun,,,C2
בלש,vlsh,The investigator.,noun,,,C2
גבייה,gvyyh,The back of the head.,noun,,,C2
גלאי,gl'y,The scout.,noun,,,C2
גמיש,gmysh,Flexible and flexible.,adj,,,C2
דגול,dgvl,The big one.,adj,,,C2
דער,d'r,This is the one.,propn,,,C2
דש,dsh,I'm going to tell you a story.,propn,,,C2
חווית,chvvyt,experience.,noun,,,C2
חזות,chzvt,Scenes of sight.,noun,,,C2
חזותי,chzvty,My vision.,adj,,,C2
חטאת,cht't,You have sinned.,noun,,,C2
חלאה,chl'h,You piece of shit.,propn,,,C2
טיבי,tyvy,Tibby is the only one.,propn,,,C2
ייסד,yysd,Acid,verb,י-ס-ד,PIEL,C2
יערי,y'ry,I'm going to go back to school.,propn,,,C2
יריד,yryd,The fair is open to everyone.,noun,,,C2
יתרת,ytrt,The rest of you.,noun,,,C2
כאות,ch'vt,As a sign of weakness.,noun,,,C2
כפית,chfyt,A teaspoon.,noun,,,C2
לאון,l'vn,Laon,propn,,,C2
לאח,l'ch,to his brother.,propn,,,C2
לבדם,lvdm,Alone on their own.,adv,,,C2
לגו,lgv,to go to work.,propn,,,C2
התחזק,htchzk,Be stronger and stronger.,verb,ח-ז-ק,HITPAEL,C2
לואיז,lv'yz,Louise,propn,,,C2
ליוון,lyvvn,Greece Greece,propn,,,C2
שיעה,shy'h,It's six o'clock.,verb,ש-ע-ה,PAAL,C2
אוחד,'vchd,It's a special one.,adj,,,C2
מאחת,m'cht,One of them.,noun,,,C2
מאמי,m'my,My mother's mother.,propn,,,C2
מברק,mvrk,Congratulations to you.,noun,,,C2
מהלב,mhlv,From the heart.,adv,,,C2
הוחזק,hvchzk,It's been maintained,verb,ה-ח-ק,PUAL,C2
מוחין,mvchyn,There's no such thing as a free lunch.,noun,,,C2
הוליך,hvlych,It's been a long time coming.,verb,ה-ל-כ,PAAL,C2
מזהב,mzhv,Gold and silver.,noun,,,C2
מחשבון,mchshvvn,account account,noun,,,C2
מנרל,mnrl,Mineral is a mineral.,noun,,,C2
מסויים,msvyym,Certain types of people.,adj,,,C2
מעליה,m'lyh,From above it.,adv,,,C2
קושר,kvshr,The link link,verb,ק-ש-ר,PUAL,C2
מקצוען,mktzv'n,Professional,noun,,,C2
מתג,mtg,I'm going to give you a medal.,verb,מ-ת-ג,PAAL,C2
מתוכנית,mtvchnyt,From the program,noun,,,C2
נדבק,ndvk,We're going to get stuck.,verb,נ-ד-ק,NIFAL,C2
נחלש,nchlsh,Weakness is weakness.,verb,נ-ח-ש,NIFAL,C2
נטשה,ntshh,It's not easy.,verb,נ-ט-ה,PAAL,C2
נקשר,nkshr,We are connected.,verb,נ-ק-ר,NIFAL,C2
סולידריות,svlydryvt,Solidarity is the key.,noun,,,C2
סטרואיד,strv'yd,Steroids are used.,noun,,,C2
סיבוך,syvvch,Complexity is complicated.,noun,,,C2
סלולרי,slvlry,Cell phones are used.,noun,,,C2
סלמון,slmvn,Salmon is the name of the game.,noun,,,C2
ספא,sf',Spa,noun,,,C2
עוצם,'vtzm,It's very powerful.,noun,,,C2
עזריאלי,'zry'ly,Azriyali is the name of the word.,propn,,,C2
ערכי,'rchy,I have values.,adj,,,C2
פינק,fynk,Fink Fink,propn,,,C2
פלס,fls,"Plus, it was a hit.",propn,,,C2
פקטור,fktvr,Factor,noun,,,C2
פרג,frg,Paragraphs 1 and 2.,propn,,,C2
פשטות,fshtvt,The simplicity of it.,noun,,,C2
פתע,ft',"All of a sudden, there was an explosion.",noun,,,C2
ציה,tzyh,It's not easy being green.,noun,,,C2
צלע,tzl',The rib cage.,noun,,,C2
צרור,tzrvr,I'm sorry about that.,noun,,,C2
קאסל,k'sl,Castle is a castle.,propn,,,C2
קט,kt,I'm not sure what to do.,propn,,,C2
קרמיקה,krmykh,The pottery is made of ceramics.,noun,,,C2
ראלף,r'lf,Ralph,propn,,,C2
רוד,rvd,Red  Red,propn,,,C2
רוזוולט,rvzvvlt,Roosevelt is the first.,propn,,,C2
רול,rvl,The role of the role.,propn,,,C2
שבטוח,shvtvch,That's for sure.,adv,,,C2
שונא,shvn',I hate to hate.,noun,,,C2
שוקי,shvky,Shock and awe.,propn,,,C2
שחף,shchf,It's not a bad thing.,propn,,,C2
שטיח,shtych,The carpet is made of silk.,noun,,,C2
שיהוד,shyhvd,It's important that he is.,noun,,,C2
שיפר,shyfr,Improvements have been made.,verb,ש-פ-ר,PIEL,C2
שכיחות,shchychvt,Frequencies are common.,noun,,,C2
שכינה,shchynh,The kitchen is very nice.,noun,,,C2
שלומך,shlvmch,How are you?,intj,,,C2
שקיעה,shky'h,It's been a long summer.,noun,,,C2
שקן,shkn,The old man.,verb,ש-ק-נ,PAAL,C2
ששי,shshy,The sixth.,propn,,,C2
תולע,tvl',A worm is a worm.,noun,,,C2
נתכן,ntchn,The risk is high.,verb,נ-ת-נ,NIFAL,C2
אביבה,'vyvh,Spring is here.,propn,,,C2
אורלנדו,'vrlndv,Orlando,propn,,,C2
אינטנסיבי,'yntnsyvy,Intensive training is needed.,adj,,,C2
אכזריות,'chzryvt,Cruelty is cruel.,noun,,,C2
אלטרנטיבי,'ltrntyvy,Alternative to that.,adj,,,C2
אלקטרה,'lktrh,The electrical system.,propn,,,C2
אנג'ל,'ngl,English.,propn,,,C2
אנטיביוטיקה,'ntyvyvtykh,Antibiotics are used.,noun,,,C2
בוזגלו,vvzglv,He is married to his wife.,propn,,,C2
ביגוד,vygvd,Dress in clothes.,noun,,,C2
ברב,vrv,It's the same with the Barb.,adv,,,C2
ברוש,vrvsh,Brushed with brushes.,propn,,,C2
ברז,vrz,It's a very nice piece of brass.,noun,,,C2
ג'וליאן,gvly'n,Julian Julian,propn,,,C2
גואל,gv'l,Goal is the key.,propn,,,C2
גסס,gss,Gs,propn,,,C2
גלאון,gl'vn,Glowing in the dark.,propn,,,C2
גרנד,grnd,The Grand,propn,,,C2
דחק,dchk,I've been waiting for you.,verb,ד-ח-ק,PAAL,C2
דייויד,dyyvyd,David is the only one.,propn,,,C2
דממה,dmmh,Silence is the key.,noun,,,C2
דקירה,dkyrh,The Declaration of Independence,noun,,,C2
הובס,hvvs,The Hobbes,propn,,,C2
הועמד,hv'md,The appointment was made.,verb,ו-ע-ד,HUFAL,C2
הוריקן,hvrykn,Hurricane,propn,,,C2
היסטוריון,hystvryvn,The history of the story.,noun,,,C2
הנח,hnch,The book is a must-read.,noun,,,C2
הנעה,hn'h,The journey is a journey.,noun,,,C2
הסתגלות,hstglvt,Adapting to the situation.,noun,,,C2
העבדה,h'vdh,The work is done.,verb,ע-ב-ה,HIFIL,C2
הק,hk,It's the same as the K.,propn,,,C2
זאק,z'k,Zach is the one.,propn,,,C2
חורב,chvrv,It's a waste of time.,propn,,,C2
חזבאללה,chzv'llh,Hisballah is the name of the festival.,propn,,,C2
חללית,chllyt,A spaceship.,noun,,,C2
חמת,chmt,You've been warming up.,noun,,,C2
חסרון,chsrvn,The shortcoming is that it's a weakness.,noun,,,C2
חרוז,chrvz,A piece of work.,noun,,,C2
טקסטיל,tkstyl,Textile is what it's all about.,noun,,,C2
יהוד,yhvd,Judah,propn,,,C2
ייבוא,yyvv',It's going to come in.,noun,,,C2
ין,yn,"In the meantime, we're going to have to make a decision.",propn,,,C2
ינא,yn',I'm going to tell you a secret.,propn,,,C2
יריבו,yryvv,His rivals.,propn,,,C2
כסמל,chsml,As a symbol,adv,,,C2
לאויב,l'vyv,to the enemy.,adv,,,C2
לאומנות,l'vmnvt,to art.,noun,,,C2
לאפות,l'fvt,to the potatoes.,verb,א-פ-ת,PAAL,C2
לגב,lgv,to the Lady.,adv,,,C2
להט,lht,Let's get to the top.,noun,,,C2
הסתלק,hstlk,He left.,verb,ה-ס-ק,HITPAEL,C2
השתפר,hshtfr,Improvements have been made.,verb,ה-ש-ר,HITPAEL,C2
לחי,lchy,I'm going to live.,noun,,,C2
לחש,lchsh,Pressure is felt.,verb,,PAAL,C2
ליקק,lykk,Lick the lick.,verb,י-ק-ק,PIEL,C2
ניחם,nychm,We will be comforted.,verb,נ-ח-מ,PIEL,C2
לפתות,lftvt,Lust for the lure.,verb,פ-ת-ת,PAAL,C2
קילל,kyll,Kill the killer.,verb,ק-ל-ל,PIEL,C2
